OSN,Candidate,Party,EVM Votes,Postal Votes,Total Votes,%,State,Constituency,ST_CODE,PC_CODE
12,Vijay Rann,Independent,6632,0,6632,0.48,Madhya Pradesh,MANDSOUR,S12,23
13,Saeed Ahmed Shabrarti Ahmed,Independent,4896,0,4896,0.36,Madhya Pradesh,MANDSOUR,S12,23
14,NOTA,None of the Above,9416,0,9416,0.69,Madhya Pradesh,MANDSOUR,S12,23
1,KANTILAL BHURIA,Indian National Congress,602779,0,602779,43.23,Madhya Pradesh,RATLAM,S12,24
2,GUMAN SINGH DAMOR,Bharatiya Janata Party,693027,0,693027,49.7,Madhya Pradesh,RATLAM,S12,24
3,MADHU SINGH PATEL(CHOUHAN),Bahujan Samaj Party,13702,0,13702,0.98,Madhya Pradesh,RATLAM,S12,24
4,ADVOCATE-KATARA RUKHAMAN SINGH,Bahujan Mukti Party,3837,0,3837,0.28,Madhya Pradesh,RATLAM,S12,24
5,KAMLESHWAR BHIL,Bhartiya Tribal Party,14679,0,14679,1.05,Madhya Pradesh,RATLAM,S12,24
6,SURAJ BHABHAR,All India Hindustan Congress Party,5564,0,5564,0.4,Madhya Pradesh,RATLAM,S12,24
7,SURAJSINGH KALIYA,Janata Dal  (United),6295,0,6295,0.45,Madhya Pradesh,RATLAM,S12,24
8,108 NILESH DAMOR,Independent,6359,0,6359,0.46,Madhya Pradesh,RATLAM,S12,24
9,RANGLA-KALESH,Independent,12805,0,12805,0.92,Madhya Pradesh,RATLAM,S12,24
10,NOTA,None of the Above,35316,0,35316,2.53,Madhya Pradesh,RATLAM,S12,24
1,GIRWAL DINESH,Indian National Congress,565687,431,566118,42.12,Madhya Pradesh,DHAR,S12,25
2,GULSINGH RAMSINGH KAWACHE,Bahujan Samaj Party,13805,22,13827,1.03,Madhya Pradesh,DHAR,S12,25
3,CHATTARSINGH DARBAR,Bharatiya Janata Party,721025,1122,722147,53.73,Madhya Pradesh,DHAR,S12,25
4,KAILASH VASUNIYA,Bahujan Mukti Party,9157,2,9159,0.68,Madhya Pradesh,DHAR,S12,25
5,MANISH DEVID,Bhartiya Amrit Party,3382,2,3384,0.25,Madhya Pradesh,DHAR,S12,25
6,RAMCHARAN MALIWAD,Janata Congress,5946,1,5947,0.44,Madhya Pradesh,DHAR,S12,25
7,DASHRATH BHUWAN (DOTRIYA),Independent,5620,1,5621,0.42,Madhya Pradesh,DHAR,S12,25
8,NOTA,None of the Above,17923,6,17929,1.33,Madhya Pradesh,DHAR,S12,25
1,ER. DEEPCHAND AHIRWAL,Bahujan Samaj Party,8622,44,8666,0.53,Madhya Pradesh,INDORE,S12,26
2,PANKAJ SANGHVI,Indian National Congress,520268,547,520815,31.97,Madhya Pradesh,INDORE,S12,26
3,SHANKAR LALWANI,Bharatiya Janata Party,1066824,1745,1068569,65.59,Madhya Pradesh,INDORE,S12,26
4,IFTIKHAR AHMED KHAN,Minorities Democratic Party,4453,2,4455,0.27,Madhya Pradesh,INDORE,S12,26
5,KAMLESH VAISHNAV,Hindusthan Nirman Dal,698,1,699,0.04,Madhya Pradesh,INDORE,S12,26
6,DHEERAJ DUBEY PATRAKAR,Sapaks Party,612,2,614,0.04,Madhya Pradesh,INDORE,S12,26
7,BHAVANA KISHORE SANGELIYA,Janata Congress,459,0,459,0.03,Madhya Pradesh,INDORE,S12,26
8,RAJENDRA AGARWAL 'RAJU',Socialist Party (India),527,1,528,0.03,Madhya Pradesh,INDORE,S12,26
9,SRI IMRAN BAKSH,Independent,422,1,423,0.03,Madhya Pradesh,INDORE,S12,26
10,PARMANAND TOLANI,Independent,1233,0,1233,0.08,Madhya Pradesh,INDORE,S12,26
11,PRAKASH VERMA,Independent,495,3,498,0.03,Madhya Pradesh,INDORE,S12,26
12,AJMERA S PRAVEEN KUMAR,Independent,693,0,693,0.04,Madhya Pradesh,INDORE,S12,26
13,MAHENDRA TIKLIYA,Independent,838,0,838,0.05,Madhya Pradesh,INDORE,S12,26
14,HAJI MUSTAK ANSARI,Independent,2019,0,2019,0.12,Madhya Pradesh,INDORE,S12,26
15,RANJEET GOHAR,Independent,2405,0,2405,0.15,Madhya Pradesh,INDORE,S12,26
16,RAMESH PATIL,Independent,3184,0,3184,0.2,Madhya Pradesh,INDORE,S12,26
17,RAJKARAN YADAV (TEEMAI),Independent,1374,0,1374,0.08,Madhya Pradesh,INDORE,S12,26
18,SHAILENDRA SHARMA,Independent,3364,0,3364,0.21,Madhya Pradesh,INDORE,S12,26
19,SHRI SURENDRA,Independent,2596,0,2596,0.16,Madhya Pradesh,INDORE,S12,26
20,DR. SANDEEP VASANTRAO KADWE,Independent,629,2,631,0.04,Madhya Pradesh,INDORE,S12,26
21,NOTA,None of the Above,5021,24,5045,0.31,Madhya Pradesh,INDORE,S12,26
1,AMIT KUMAR BALKE,Bahujan Samaj Party,18554,19,18573,1.3,Madhya Pradesh,KHARGONE,S12,27
2,GAJENDRA UMRAO SINGH PATEL,Bharatiya Janata Party,772221,1329,773550,54.19,Madhya Pradesh,KHARGONE,S12,27
3,DR. GOVIND SUBHAN MUJALDA,Indian National Congress,570106,934,571040,40,Madhya Pradesh,KHARGONE,S12,27
4,COMRADE JYOTI SUKHLAL GORE,Communist Party of India,20669,4,20673,1.45,Madhya Pradesh,KHARGONE,S12,27
5,JANI KARAN,Independent,5329,1,5330,0.37,Madhya Pradesh,KHARGONE,S12,27
6,SHANTILAL S/O AASHARAM SAHITE,Independent,10262,3,10265,0.72,Madhya Pradesh,KHARGONE,S12,27
7,SEVANTI DINESH BHABAR,Independent,9749,4,9753,0.68,Madhya Pradesh,KHARGONE,S12,27
8,NOTA,None of the Above,18408,15,18423,1.29,Madhya Pradesh,KHARGONE,S12,27
1,ARUN SUBHASH CHANDRA YADAV,Indian National Congress,564761,805,565566,38.52,Madhya Pradesh,KHANDWA,S12,28
2,DAYARAM KORKU (THAKUR DADA),Bahujan Samaj Party,14852,36,14888,1.01,Madhya Pradesh,KHANDWA,S12,28
3,NANDKUMAR SINGH CHOUHAN (NANDU BHAIYA),Bharatiya Janata Party,837969,940,838909,57.14,Madhya Pradesh,KHANDWA,S12,28
4,AAKASH BIRLA,Madhya Pradesh Jan Vikas Party,7756,3,7759,0.53,Madhya Pradesh,KHANDWA,S12,28
5,KISHOR YADAV,Hindusthan Nirman Dal,1721,0,1721,0.12,Madhya Pradesh,KHANDWA,S12,28
6,DARASINGH PATEL KHATVASHE,Akhil Bhartiya Gondwana Party,1269,1,1270,0.09,Madhya Pradesh,KHANDWA,S12,28
7,REENA DAMLE,Peoples Party of India (Democratic),3293,0,3293,0.22,Madhya Pradesh,KHANDWA,S12,28
8,RUKUM SHAH,All India Ulama Congress,4024,0,4024,0.27,Madhya Pradesh,KHANDWA,S12,28
9,NARAYAN CHANDEL,Independent,2886,0,2886,0.2,Madhya Pradesh,KHANDWA,S12,28
10,BABA ABDUL HAMEED,Independent,7221,0,7221,0.49,Madhya Pradesh,KHANDWA,S12,28
11,BHAGWANSINGH PYARSINGH,Independent,4596,0,4596,0.31,Madhya Pradesh,KHANDWA,S12,28
12,NOTA,None of the Above,15993,12,16005,1.09,Madhya Pradesh,KHANDWA,S12,28
1,ASHOK BHALAVI,Bahujan Samaj Party,23545,28,23573,1.74,Madhya Pradesh,BETUL,S12,29
2,DURGA DAS (D.D.) UIKEY,Bharatiya Janata Party,810237,1011,811248,59.74,Madhya Pradesh,BETUL,S12,29
3,RAMU TEKAM (ADVOCATE),Indian National Congress,450802,205,451007,33.21,Madhya Pradesh,BETUL,S12,29
4,PUSHPA MARSKOLE,Bahujan Mukti Party,10337,5,10342,0.76,Madhya Pradesh,BETUL,S12,29
5,PUSHPA DR. SHAILENDRA PENDAM,Akhil Bhartiya Gondwana Party,3761,7,3768,0.28,Madhya Pradesh,BETUL,S12,29
6,BISRAM UIKEY,Gondvana Gantantra Party,4949,8,4957,0.37,Madhya Pradesh,BETUL,S12,29
7,NIMISH SARIYAM,Independent,9803,1,9804,0.72,Madhya Pradesh,BETUL,S12,29
8,BHAGCHARAN WARKADE,Independent,9428,3,9431,0.69,Madhya Pradesh,BETUL,S12,29
9,SUNIL KAWDE,Independent,10937,3,10940,0.81,Madhya Pradesh,BETUL,S12,29
10,NOTA,None of the Above,22781,6,22787,1.68,Madhya Pradesh,BETUL,S12,29
1,Adv. K. C. Padavi,Indian National Congress,541930,1577,543507,42.4,Maharashtra,Nandurbar,S13,1
2,Rekha Suresh Desai,Bahujan Samaj Party,11452,14,11466,0.89,Maharashtra,Nandurbar,S13,1
3,Dr. Heena Vijaykumar Gavit,Bharatiya Janata Party,637226,1910,639136,49.86,Maharashtra,Nandurbar,S13,1
4,Anturlikar Sushil Suresh,Vanchit Bahujan Aaghadi,25594,108,25702,2.01,Maharashtra,Nandurbar,S13,1
5,Krishna Thoga Gavit,Bhartiya Tribal Party,4433,5,4438,0.35,Maharashtra,Nandurbar,S13,1
6,Sandip Abhimanyu Valvi,Bahujan Mukti Party,2193,3,2196,0.17,Maharashtra,Nandurbar,S13,1
7,Ajay Karamsing Gavit,Independent,4492,5,4497,0.35,Maharashtra,Nandurbar,S13,1
8,Arjunsing Diwansing Vasave,Independent,2935,1,2936,0.23,Maharashtra,Nandurbar,S13,1
9,Ashok Daulatsing Padvi,Independent,4929,1,4930,0.38,Maharashtra,Nandurbar,S13,1
10,Koli Ananda Sukalal,Independent,7183,2,7185,0.56,Maharashtra,Nandurbar,S13,1
11,Dr. Natawadkar Suhas Jayant,Independent,13722,98,13820,1.08,Maharashtra,Nandurbar,S13,1
12,NOTA,None of the Above,21902,23,21925,1.71,Maharashtra,Nandurbar,S13,1
1,Aparanti Sanjay Yashwant,Bahujan Samaj Party,4609,0,4609,0.43,Maharashtra,Dhule,S13,2
2,Kunalbaba Rohidas Patil,Indian National Congress,382636,0,382636,35.43,Maharashtra,Dhule,S13,2
3,Bhamre Subhash Ramrao,Bharatiya Janata Party,610268,0,610268,56.51,Maharashtra,Dhule,S13,2
4,Anil Anna,Loksangram,8373,0,8373,0.78,Maharashtra,Dhule,S13,2
5,Anil Ramdas Jadhaav,Baliraja Party,1271,0,1271,0.12,Maharashtra,Dhule,S13,2
6,Ansari Mohammed Ismail Mohammed Ibrahim,Bharatiya Minorities Suraksha Mahasangh,619,0,619,0.06,Maharashtra,Dhule,S13,2
7,Taher Sattar Khatik,Rashtriya Maratha Party,394,0,394,0.04,Maharashtra,Dhule,S13,2
8,Dilip Bhaidas Patil,Bahujan Mukti Party,754,0,754,0.07,Maharashtra,Dhule,S13,2
9,Nabi Ahmad Ahmad Dulla,Vanchit Bahujan Aaghadi,39336,0,39336,3.64,Maharashtra,Dhule,S13,2
10,Nandkumar Jagannath Chavhan,Rashtriya Jansena Party,697,0,697,0.06,Maharashtra,Dhule,S13,2
11,Pandharinath Chaitram More,Bhartiya Tribal Party,3277,0,3277,0.3,Maharashtra,Dhule,S13,2
12,Pinjari Jainuddin Husain,Bahujan Maha Party,788,0,788,0.07,Maharashtra,Dhule,S13,2
13,Mevati Hina Yusufbhai,Bhartiya Kisan Party,892,0,892,0.08,Maharashtra,Dhule,S13,2
14,Sitaram Baga Wagh,Bahujan Republican  Socialist Party,2033,0,2033,0.19,Maharashtra,Dhule,S13,2
15,Irfan Mo. Isahak,Independent,1883,0,1883,0.17,Maharashtra,Dhule,S13,2
16,Iqbal Ahmed Mohammed Rafeeque,Independent,3442,0,3442,0.32,Maharashtra,Dhule,S13,2
17,Qasmi Kamal Hashim Mohammed Azmi,Independent,1191,0,1191,0.11,Maharashtra,Dhule,S13,2
18,Chordiya Dhiraj Prakashchand,Independent,1725,0,1725,0.16,Maharashtra,Dhule,S13,2
19,Tadvi Ayyub Khan Razzaque Khan,Independent,1911,0,1911,0.18,Maharashtra,Dhule,S13,2
20,Dinesh Punamchand Koli,Independent,3690,0,3690,0.34,Maharashtra,Dhule,S13,2
21,Deepak Khandu Amrutkar,Independent,593,0,593,0.05,Maharashtra,Dhule,S13,2
22,Nasim Rauf Baba Khan,Independent,410,0,410,0.04,Maharashtra,Dhule,S13,2
23,Nitin Baburao Khare,Independent,506,0,506,0.05,Maharashtra,Dhule,S13,2
24,Pinjari Salim Kasam,Independent,1784,0,1784,0.17,Maharashtra,Dhule,S13,2
25,Bhamare Subash Shankar,Independent,1936,0,1936,0.18,Maharashtra,Dhule,S13,2
26,Meraj Bi Husain Khan,Independent,533,0,533,0.05,Maharashtra,Dhule,S13,2
27,Mohammed Rizwan Mohammed Akbar,Independent,821,0,821,0.08,Maharashtra,Dhule,S13,2
28,Dnyaneshwar Baliram Dhekale alias Bapu,Independent,1034,0,1034,0.1,Maharashtra,Dhule,S13,2
29,NOTA,None of the Above,2450,0,2450,0.23,Maharashtra,Dhule,S13,2
1,Unmesh Bhaiyyasaheb Patil,Bharatiya Janata Party,709510,0,709510,65.66,Maharashtra,Jalgaon,S13,3
2,Gulabrao Baburao Deokar,Nationalist Congress Party,299240,0,299240,27.69,Maharashtra,Jalgaon,S13,3
3,Rahul Narayan Bansode,Bahujan Samaj Party,3403,0,3403,0.31,Maharashtra,Jalgaon,S13,3
4,Ishwar Dayaram More (Maji Sainik),Bahujan Mukti Party,1238,0,1238,0.11,Maharashtra,Jalgaon,S13,3
5,Anjali Ratnakar Baviskar,Vanchit Bahujan Aaghadi,37164,0,37164,3.44,Maharashtra,Jalgaon,S13,3
6,Sant Shri Baba Mahahansaji Maharaj Patil,Hindusthan Nirman Dal,1288,0,1288,0.12,Maharashtra,Jalgaon,S13,3
7,Mohan Shankar Birhade,Rashtriya Samajwadi Party  (Secular),664,0,664,0.06,Maharashtra,Jalgaon,S13,3
8,Sharad Gorakh Bhamre (Sutar),Rashtriya Janshakti Party (Secular),814,0,814,0.08,Maharashtra,Jalgaon,S13,3
9,Anant Prabhakar Mahajan,Independent,6557,0,6557,0.61,Maharashtra,Jalgaon,S13,3
10,Onkaraba Chensing Jadhav,Independent,3137,0,3137,0.29,Maharashtra,Jalgaon,S13,3
11,Mukesh Rajesh Kuril,Independent,1381,0,1381,0.13,Maharashtra,Jalgaon,S13,3
12,Lalit (Bunty) Gaurishankar Sharma,Independent,1108,0,1108,0.1,Maharashtra,Jalgaon,S13,3
13,Subhash Shivlal Khairnar,Independent,1628,0,1628,0.15,Maharashtra,Jalgaon,S13,3
14,Sancheti Rupesh Parasmal,Independent,3149,0,3149,0.29,Maharashtra,Jalgaon,S13,3
15,NOTA,None of the Above,10295,0,10295,0.95,Maharashtra,Jalgaon,S13,3
1,Dr.Ulhas Vasudeo Patil,Indian National Congress,318740,764,319504,29.23,Maharashtra,Raver,S13,4
2,Khadse Raksha Nikhil,Bharatiya Janata Party,652212,3174,655386,59.96,Maharashtra,Raver,S13,4
3,Dr.Yogendra Vitthal Kolte,Bahujan Samaj Party,5690,15,5705,0.52,Maharashtra,Raver,S13,4
4,Ajit Namdar Tadvi,Rastriya Aam Jan Seva Party,1408,17,1425,0.13,Maharashtra,Raver,S13,4
5,Adakmol Rohidas Ramesh,Ambedkarite Party of India,1670,9,1679,0.15,Maharashtra,Raver,S13,4
6,Nitin Pralhad Kandelkar,Vanchit Bahujan Aaghadi,88108,257,88365,8.08,Maharashtra,Raver,S13,4
7,Madhukar Sopan Patil,Hindustan Janta Party,1606,1,1607,0.15,Maharashtra,Raver,S13,4
8,Roshan Aara Sadique Ali,Indian Union Muslim League,1102,1,1103,0.1,Maharashtra,Raver,S13,4
9,Gaurav Damodar Surwade,Independent,979,6,985,0.09,Maharashtra,Raver,S13,4
10,Tawar Vijay Jagan,Independent,1140,1,1141,0.1,Maharashtra,Raver,S13,4
11,Nazmin Shaikh Ramjan,Independent,2580,1,2581,0.24,Maharashtra,Raver,S13,4
12,D. D. Wani [Photographer],Independent,4270,4,4274,0.39,Maharashtra,Raver,S13,4
13,NOTA,None of the Above,9188,28,9216,0.84,Maharashtra,Raver,S13,4
1,Abdul Hafeez Abdul Aziz,Bahujan Samaj Party,6402,0,6402,0.58,Maharashtra,Buldhana,S13,5
2,Jadhav Prataprao Ganpatrao,Shivsena,515342,0,515342,46.52,Maharashtra,Buldhana,S13,5
3,Dr. Rajendra Bhaskarrav Shingne,Nationalist Congress Party,384902,0,384902,34.74,Maharashtra,Buldhana,S13,5
4,Pratap Pandharinath Patil,Bahujan Mukti Party,4239,0,4239,0.38,Maharashtra,Buldhana,S13,5
5,Siraskar Baliram Bhagwan,Vanchit Bahujan Aaghadi,171111,0,171111,15.44,Maharashtra,Buldhana,S13,5
6,Ananta Datta Puri,Independent,1871,0,1871,0.17,Maharashtra,Buldhana,S13,5
7,Gajanan Uttam Shantabai,Independent,1240,0,1240,0.11,Maharashtra,Buldhana,S13,5
8,Dinkar Tukaram Sambare,Independent,4124,0,4124,0.37,Maharashtra,Buldhana,S13,5
9,Pravin Shriram More,Independent,2218,0,2218,0.2,Maharashtra,Buldhana,S13,5
10,Wamanrao Ganpatrao Akhare,Independent,1833,0,1833,0.17,Maharashtra,Buldhana,S13,5
11,Bhai Vikas Prakash Nandve,Independent,4061,0,4061,0.37,Maharashtra,Buldhana,S13,5
12,Vijay Banwarilalji Masani,Independent,2946,0,2946,0.27,Maharashtra,Buldhana,S13,5
13,NOTA,None of the Above,7585,0,7585,0.68,Maharashtra,Buldhana,S13,5
1,Bhai B.C.Kamble,Bahujan Samaj Party,7665,0,7665,0.69,Maharashtra,Akola,S13,6
2,Dhotre Sanjay Shamrao,Bharatiya Janata Party,550224,0,550224,49.58,Maharashtra,Akola,S13,6
3,Hidayatullah Barakatullah Patel,Indian National Congress,251823,0,251823,22.69,Maharashtra,Akola,S13,6
4,Arun Kankar Wankhede,Peoples Party of India (Democratic),3015,0,3015,0.27,Maharashtra,Akola,S13,6
5,Ambedkar (Adv) Prakash Yashwant,Vanchit Bahujan Aaghadi,276255,0,276255,24.89,Maharashtra,Akola,S13,6
6,Mrs. Pravina Laxmanrao Bhatkar,Bahujan Mukti Party,3557,0,3557,0.32,Maharashtra,Akola,S13,6
7,Arun Manohar Thakare,Independent,1513,0,1513,0.14,Maharashtra,Akola,S13,6
8,Social Worker Gajanan Onkar Harne (Anna),Independent,1257,0,1257,0.11,Maharashtra,Akola,S13,6
9,Pravin Chandrakant Kaurpuriya,Independent,952,0,952,0.09,Maharashtra,Akola,S13,6
10,Murlidhar Lalsing Pawar,Independent,2115,0,2115,0.19,Maharashtra,Akola,S13,6
11,Sachin Ganpatlal Sharma,Independent,2555,0,2555,0.23,Maharashtra,Akola,S13,6
12,NOTA,None of the Above,8795,0,8795,0.79,Maharashtra,Akola,S13,6
1,Adsul Anandrao Vithoba,Shivsena,468687,0,468687,42.6,Maharashtra,Amravati,S13,7
2,Arun Motiramji Wankhade,Bahujan Samaj Party,12222,0,12222,1.11,Maharashtra,Amravati,S13,7
3,Athawale Sanjay Hiramanji,Bahujan Maha Party,1504,0,1504,0.14,Maharashtra,Amravati,S13,7
4,Gade Vinod Milind,Ambedkarist Republican Party,1197,0,1197,0.11,Maharashtra,Amravati,S13,7
5,Gunwant Deopare,Vanchit Bahujan Aaghadi,64516,0,64516,5.86,Maharashtra,Amravati,S13,7
6,Narendra Babulal Kathane,Rashtriya Jansurajya Party,1642,0,1642,0.15,Maharashtra,Amravati,S13,7
7,Nilima Nitin Bhatkar,Peoples Party of India (Democratic),979,0,979,0.09,Maharashtra,Amravati,S13,7
8,Nilesh Anandrao Patil,Ambedkarite Party of India,1224,0,1224,0.11,Maharashtra,Amravati,S13,7
9,Panchshila Vijay Mohod,Bahujan Mukti Party,1488,0,1488,0.14,Maharashtra,Amravati,S13,7
10,Anil Namdeorao Jamnekar,Independent,1078,0,1078,0.1,Maharashtra,Amravati,S13,7
11,Ambadas Shamrao Wankhade,Independent,4736,0,4736,0.43,Maharashtra,Amravati,S13,7
12,Navnit Ravi Rana,Independent,505133,0,505133,45.91,Maharashtra,Amravati,S13,7
13,Pankaj Liladhar Meshram,Independent,2348,0,2348,0.21,Maharashtra,Amravati,S13,7
14,Pramod Laxman Meshram,Independent,1083,0,1083,0.1,Maharashtra,Amravati,S13,7
15,Pravin Mahadeo Sarode,Independent,1728,0,1728,0.16,Maharashtra,Amravati,S13,7
16,Minakshi Someshwar Kurwade,Independent,6591,0,6591,0.6,Maharashtra,Amravati,S13,7
17,Raju Bakshi Jamnekar,Independent,3550,0,3550,0.32,Maharashtra,Amravati,S13,7
18,Raju Mahadeorao Sonone,Independent,899,0,899,0.08,Maharashtra,Amravati,S13,7
19,Raju Shamraoji Mankar,Independent,487,0,487,0.04,Maharashtra,Amravati,S13,7
20,Rahulbhau Laxmanrao Mohod,Independent,774,0,774,0.07,Maharashtra,Amravati,S13,7
21,Vijay Yashwant Vilhekar,Independent,10515,0,10515,0.96,Maharashtra,Amravati,S13,7
22,Vilas Sheshrao Thorat,Independent,949,0,949,0.09,Maharashtra,Amravati,S13,7
23,Shrikant Ulhasrao Raibole,Independent,1006,0,1006,0.09,Maharashtra,Amravati,S13,7
24,Dnyaneshwar Kashirao Mankar,Independent,674,0,674,0.06,Maharashtra,Amravati,S13,7
25,NOTA,None of the Above,5190,0,5190,0.47,Maharashtra,Amravati,S13,7
1,Agrawal Shaileshkumar Premkishorji,Bahujan Samaj Party,30660,0,30660,3.42,Maharashtra,Wardha,S13,8
2,Charulata Rao Tokas,Indian National Congress,323530,0,323530,36.06,Maharashtra,Wardha,S13,8
3,Ramdas Chandrabhanji Tadas,Bharatiya Janata Party,489774,0,489774,54.59,Maharashtra,Wardha,S13,8
4,Ganesh Kisanrao Lade,Ambedkarite Party of India,5122,0,5122,0.57,Maharashtra,Wardha,S13,8
5,Gadhave Pravin Rameshwarrao,Ambedkarist Republican Party,2599,0,2599,0.29,Maharashtra,Wardha,S13,8
6,Jagdish Uddhavrao Wankhade,Bahujan Mukti Party,1418,0,1418,0.16,Maharashtra,Wardha,S13,8
7,Dhanraj Kothiramji Wanjari,Vanchit Bahujan Aaghadi,28291,0,28291,3.15,Maharashtra,Wardha,S13,8
8,Pro. Dnyanesh Wakudkar,Lokjagar Party,950,0,950,0.11,Maharashtra,Wardha,S13,8
9,Arvind Shamrao Lillore,Independent,623,0,623,0.07,Maharashtra,Wardha,S13,8
10,Umesh Sadashivrao Neware,Independent,2469,0,2469,0.28,Maharashtra,Wardha,S13,8
11,Zitruji Chandruji Borutkar,Independent,1132,0,1132,0.13,Maharashtra,Wardha,S13,8
12,Nandkishor Ramaji Sagar(More),Independent,1314,0,1314,0.15,Maharashtra,Wardha,S13,8
13,Balpande Rajesh Marotrao,Independent,1757,0,1757,0.2,Maharashtra,Wardha,S13,8
14,Adv. Bhaskar Marotrao Neware,Independent,2185,0,2185,0.24,Maharashtra,Wardha,S13,8
15,NOTA,None of the Above,5281,0,5281,0.59,Maharashtra,Wardha,S13,8
1,Kishore Uttamrao Gajbhiye,Indian National Congress,367008,0,367008,40.04,Maharashtra,Ramtek,S13,9
2,Krupal Balaji Tumane,Shivsena,451643,0,451643,49.28,Maharashtra,Ramtek,S13,9
3,Subhash Dharamdas Gajbhiye,Bahujan Samaj Party,34370,0,34370,3.75,Maharashtra,Ramtek,S13,9
4,Archana Chandrakumar Ukey,Rashtriya Jansambhavna Party,6543,0,6543,0.71,Maharashtra,Ramtek,S13,9
5,Dr. L.J. Kanhekar,Peoples Party of India (Democratic),1129,0,1129,0.12,Maharashtra,Ramtek,S13,9
6,Kiran Premkumar Rodge (Patankar),Vanchit Bahujan Aaghadi,26052,0,26052,2.84,Maharashtra,Ramtek,S13,9
7,Chandrabhan Baliram Ramteke,Rashtriya Jansurajya Party,1273,0,1273,0.14,Maharashtra,Ramtek,S13,9
8,Com. BANDU RAMCHANDRA MESHRAM,Communist Party of India (Marxist-Leninist) Red Star,1090,0,1090,0.12,Maharashtra,Ramtek,S13,9
9,Dhiman Vinod Bhivaji Patil,Ambedkarite Party of India,2174,0,2174,0.24,Maharashtra,Ramtek,S13,9
10,Shailesh Sambhaji Janbandhu,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),818,0,818,0.09,Maharashtra,Ramtek,S13,9
11,Anil Mahadeo Dhone,Independent,1295,0,1295,0.14,Maharashtra,Ramtek,S13,9
12,Gautam Wasnik,Independent,1135,0,1135,0.12,Maharashtra,Ramtek,S13,9
13,Tumane Kanteshwar Khushalji,Independent,2000,0,2000,0.22,Maharashtra,Ramtek,S13,9
14,Professor Dr. Natthurao Madhavrao Lokhande,Independent,1767,0,1767,0.19,Maharashtra,Ramtek,S13,9
15,Sandesh Bhioram Bhalekar,Independent,2918,0,2918,0.32,Maharashtra,Ramtek,S13,9
16,Sonali Ravindra Bagade,Independent,6222,0,6222,0.68,Maharashtra,Ramtek,S13,9
17,NOTA,None of the Above,9078,0,9078,0.99,Maharashtra,Ramtek,S13,9
1,NANA PATOLE,Indian National Congress,420860,0,420860,37.72,Maharashtra,Nagpur,S13,10
2,NITIN JAIRAM GADKARI,Bharatiya Janata Party,618784,0,618784,55.46,Maharashtra,Nagpur,S13,10
3,MOHAMMAD JAMAL,Bahujan Samaj Party,29775,0,29775,2.67,Maharashtra,Nagpur,S13,10
4,ALI ASHFAQUE AHMED,Bahujan Mukti Party,649,0,649,0.06,Maharashtra,Nagpur,S13,10
5,ASIM ALI,Minorities Democratic Party,653,0,653,0.06,Maharashtra,Nagpur,S13,10
6,GOPALKUMAR GANESHU KASHYAP,Chhattisgarh Swabhiman Manch,1115,0,1115,0.1,Maharashtra,Nagpur,S13,10
7,DIKSHITA ANAND TEMBHURNE,Desh Janhit Party,259,0,259,0.02,Maharashtra,Nagpur,S13,10
8,DR. MANISHA BANGAR,Peoples Party of India (Democratic),369,0,369,0.03,Maharashtra,Nagpur,S13,10
9,MANOHAR Alias SAGAR PUNDLIKRAO DABRASE,Vanchit Bahujan Aaghadi,23970,0,23970,2.15,Maharashtra,Nagpur,S13,10
10,ADV. (DR.) MANE SURESH,Bahujan Republican  Socialist Party,3021,0,3021,0.27,Maharashtra,Nagpur,S13,10
11,COMRADE YOGESH KRISHNARAO THAKARE,Communist Party of India (Marxist-Leninist) Red Star,271,0,271,0.02,Maharashtra,Nagpur,S13,10
12,VANITA JITENDRA RAUT,Akhil Bharatiya Manavata Paksha,463,0,463,0.04,Maharashtra,Nagpur,S13,10
13,ADV. VIJAYA DILIP BAGDE,Ambedkarite Party of India,1112,0,1112,0.1,Maharashtra,Nagpur,S13,10
14,VITTHAL NANAJI GAIKWAD,Hum Bhartiya Party,471,0,471,0.04,Maharashtra,Nagpur,S13,10
15,DR. VINOD KASHIRAM BADOLE,Akhil Bhartiya Sarvadharma Samaj Party,702,0,702,0.06,Maharashtra,Nagpur,S13,10
16,SAHIL BALCHAND TURKAR,Bhartiya Manavadhikaar Federal Party,1924,0,1924,0.17,Maharashtra,Nagpur,S13,10
17,SHRIDHAR NARAYAN SALVE,Rashtriya Jansambhavna Party,2030,0,2030,0.18,Maharashtra,Nagpur,S13,10
18,UDAY RAMBHAUJI BORKAR,Independent,1261,0,1261,0.11,Maharashtra,Nagpur,S13,10
19,Adv. Ulhas Shalikram Dupare,Independent,278,0,278,0.02,Maharashtra,Nagpur,S13,10
20,KARTIK GENDALAL DOKE,Independent,174,0,174,0.02,Maharashtra,Nagpur,S13,10
21,Dipak Laxmanrao Maske,Independent,222,0,222,0.02,Maharashtra,Nagpur,S13,10
22,PRAFULLA MANIKCHAND BHANGE,Independent,345,0,345,0.03,Maharashtra,Nagpur,S13,10
23,PRABHAKAR KRUSHNAJI SATPAISE,Independent,149,0,149,0.01,Maharashtra,Nagpur,S13,10
24,MANOJ KOTHUJI BAWANE,Independent,319,0,319,0.03,Maharashtra,Nagpur,S13,10
25,RUBEN DOMNIK FRANCIS,Independent,577,0,577,0.05,Maharashtra,Nagpur,S13,10
